File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF591WOA	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR970FEW	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DDX52-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF879GTY/, /files/ENCFF943JVS/	1740669	Gene Yeo, UCSD	58a370b30210f5b7f6b995f1dbecc441		https://www.encodeproject.org/files/ENCFF591WOA/@@download/ENCFF591WOA.bed.gz				released	s3://encode-public/2018/04/29/546f1b9e-ef5c-4bf7-99b8-8ccb2cec5fd5/ENCFF591WOA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/546f1b9e-ef5c-4bf7-99b8-8ccb2cec5fd5/ENCFF591WOA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF539JUN	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR970FEW	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DDX52-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF356MCF/, /files/ENCFF943JVS/	1750804	Gene Yeo, UCSD	f7950c78ed0b57f10ccfb9e0ccbca54f		https://www.encodeproject.org/files/ENCFF539JUN/@@download/ENCFF539JUN.bed.gz				released	s3://encode-public/2018/04/29/be289053-6832-412a-9bac-aedde7982afc/ENCFF539JUN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/be289053-6832-412a-9bac-aedde7982afc/ENCFF539JUN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF162FCY	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR970FEW	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DDX52-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF591WOA/	2819154	Gene Yeo, UCSD	d8741d3a6b49f7637e760fc03520f0ab		https://www.encodeproject.org/files/ENCFF162FCY/@@download/ENCFF162FCY.bigBed				released	s3://encode-public/2018/04/29/06c9a993-5535-4e73-9340-7d7eceef334b/ENCFF162FCY.bigBed	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/06c9a993-5535-4e73-9340-7d7eceef334b/ENCFF162FCY.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF037HRM	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR970FEW	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DDX52-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF539JUN/	2849726	Gene Yeo, UCSD	8ecff5f418988340dadda081ed2cd7d8		https://www.encodeproject.org/files/ENCFF037HRM/@@download/ENCFF037HRM.bigBed				released	s3://encode-public/2018/04/29/2b897ef4-2a15-432e-ab35-3f2e3c06fe07/ENCFF037HRM.bigBed	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/2b897ef4-2a15-432e-ab35-3f2e3c06fe07/ENCFF037HRM.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF340WIB	bam	bam		alignments	GRCh38	ENCSR970FEW	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DDX52-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1		41					/files/ENCFF479WLK/, /files/ENCFF939HML/	351158609	Gene Yeo, UCSD	491ff6e60b35e42740399dfe58f4a1e4		https://www.encodeproject.org/files/ENCFF340WIB/@@download/ENCFF340WIB.bam				released	s3://encode-public/2018/04/29/6a23a852-d1ca-4abe-9fcc-311ba779be22/ENCFF340WIB.bam	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/6a23a852-d1ca-4abe-9fcc-311ba779be22/ENCFF340WIB.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF618EON	bam	bam		alignments	GRCh38	ENCSR970FEW	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DDX52-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1		41					/files/ENCFF560TLH/, /files/ENCFF522NFJ/	375830548	Gene Yeo, UCSD	d5b89ddd48f24b486c85be56d301f95d		https://www.encodeproject.org/files/ENCFF618EON/@@download/ENCFF618EON.bam				released	s3://encode-public/2018/04/29/b3bb6850-15df-4fb7-982a-f3491c835d03/ENCFF618EON.bam	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/b3bb6850-15df-4fb7-982a-f3491c835d03/ENCFF618EON.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF480SDO	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR970FEW	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DDX52-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF340WIB/	18832750	Gene Yeo, UCSD	fd206f2e6860b94ded756928fd251959		https://www.encodeproject.org/files/ENCFF480SDO/@@download/ENCFF480SDO.bigWig				released	s3://encode-public/2018/04/29/b4fa6b6d-8f67-47fa-bf90-19ea4e0f2c27/ENCFF480SDO.bigWig	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/b4fa6b6d-8f67-47fa-bf90-19ea4e0f2c27/ENCFF480SDO.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF288FUX	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR970FEW	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DDX52-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF618EON/	20510416	Gene Yeo, UCSD	269c2e857f05029b9c7deab11380733e		https://www.encodeproject.org/files/ENCFF288FUX/@@download/ENCFF288FUX.bigWig				released	s3://encode-public/2018/04/29/433c9a51-b329-4679-8ea8-825831b7cc0c/ENCFF288FUX.bigWig	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/433c9a51-b329-4679-8ea8-825831b7cc0c/ENCFF288FUX.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF408KBS	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR970FEW	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DDX52-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF340WIB/	19273564	Gene Yeo, UCSD	74d85507e2ffcf39164ace51e7f249f4		https://www.encodeproject.org/files/ENCFF408KBS/@@download/ENCFF408KBS.bigWig				released	s3://encode-public/2018/04/29/a58c77f2-bedc-44a3-9832-3044bb5610de/ENCFF408KBS.bigWig	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/a58c77f2-bedc-44a3-9832-3044bb5610de/ENCFF408KBS.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF599ZVK	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR970FEW	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DDX52-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF618EON/	20884294	Gene Yeo, UCSD	f49fbcfbaa158535be1abe24c0c7c321		https://www.encodeproject.org/files/ENCFF599ZVK/@@download/ENCFF599ZVK.bigWig				released	s3://encode-public/2018/04/29/5bbf7a40-1a02-442d-bb81-346b789abf5c/ENCFF599ZVK.bigWig	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/5bbf7a40-1a02-442d-bb81-346b789abf5c/ENCFF599ZVK.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF013SWN	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR970FEW	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DDX52-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF618EON/, /files/ENCFF662MYI/	1702682	Gene Yeo, UCSD	9620c2399412184a622635382502c61d		https://www.encodeproject.org/files/ENCFF013SWN/@@download/ENCFF013SWN.bed.gz				released	s3://encode-public/2018/04/29/1fe43500-624b-4cf1-993a-2b9641cd7463/ENCFF013SWN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/1fe43500-624b-4cf1-993a-2b9641cd7463/ENCFF013SWN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF563XEI	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR970FEW	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DDX52-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF340WIB/, /files/ENCFF662MYI/	1716883	Gene Yeo, UCSD	63e43fe34356ac72e93d5dadccde9fb3		https://www.encodeproject.org/files/ENCFF563XEI/@@download/ENCFF563XEI.bed.gz				released	s3://encode-public/2018/04/29/2f842e07-5502-41a4-9559-1175d0c7497c/ENCFF563XEI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/2f842e07-5502-41a4-9559-1175d0c7497c/ENCFF563XEI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF684ITO	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR970FEW	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DDX52-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF563XEI/	2785608	Gene Yeo, UCSD	14e0dd1a24331ca2935f40fbe3cd260a		https://www.encodeproject.org/files/ENCFF684ITO/@@download/ENCFF684ITO.bigBed				released	s3://encode-public/2018/04/29/c468ce38-b4c5-4145-b64c-50377aec412a/ENCFF684ITO.bigBed	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/c468ce38-b4c5-4145-b64c-50377aec412a/ENCFF684ITO.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF360FIN	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR970FEW	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DDX52-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF013SWN/	2783824	Gene Yeo, UCSD	bf8646d115db02d0b24cdfc46e3d0dff		https://www.encodeproject.org/files/ENCFF360FIN/@@download/ENCFF360FIN.bigBed				released	s3://encode-public/2018/04/29/9310b99b-e673-4a06-8de2-9ec24d5c3bf3/ENCFF360FIN.bigBed	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/9310b99b-e673-4a06-8de2-9ec24d5c3bf3/ENCFF360FIN.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF257KKQ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR970FEW	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DDX52-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF879GTY/, /files/ENCFF591WOA/, /files/ENCFF943JVS/, /files/ENCFF356MCF/, /files/ENCFF039QTN/, /files/ENCFF539JUN/	3563	Gene Yeo, UCSD	1f08fd8f5ab3787b84939a16f7986c1d		https://www.encodeproject.org/files/ENCFF257KKQ/@@download/ENCFF257KKQ.bed.gz				released	s3://encode-public/2018/06/08/cf55c0c0-e6cd-4ca2-8018-b86c9a774962/ENCFF257KKQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/cf55c0c0-e6cd-4ca2-8018-b86c9a774962/ENCFF257KKQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF005GER	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR970FEW	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DDX52-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF013SWN/, /files/ENCFF618EON/, /files/ENCFF269URO/, /files/ENCFF662MYI/, /files/ENCFF563XEI/, /files/ENCFF340WIB/	3828	Gene Yeo, UCSD	7eee68ae1e09d6740c38a66af957b55e		https://www.encodeproject.org/files/ENCFF005GER/@@download/ENCFF005GER.bed.gz				released	s3://encode-public/2018/12/03/1472dd36-6d5a-44c1-b264-51fb1c027d72/ENCFF005GER.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/12/03/1472dd36-6d5a-44c1-b264-51fb1c027d72/ENCFF005GER.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF315BLR	bam	bam		alignments	hg19	ENCSR539BEV	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										UPF1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1		43					/files/ENCFF881UQQ/, /files/ENCFF528BUU/	195916814	Gene Yeo, UCSD	eda1ce72bda23293d6dced9987df4107		https://www.encodeproject.org/files/ENCFF315BLR/@@download/ENCFF315BLR.bam				released	s3://encode-public/2018/04/29/1fdc65c7-a615-4f7b-8617-d543eb3b3c5b/ENCFF315BLR.bam	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/1fdc65c7-a615-4f7b-8617-d543eb3b3c5b/ENCFF315BLR.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF787DWG	bam	bam		alignments	hg19	ENCSR539BEV	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										UPF1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1		43					/files/ENCFF022DHH/, /files/ENCFF943HIX/	266186917	Gene Yeo, UCSD	fe487a79f09de70fe0aa65980f50ddea		https://www.encodeproject.org/files/ENCFF787DWG/@@download/ENCFF787DWG.bam				released	s3://encode-public/2018/04/29/a4a91da2-a415-462c-abf4-433834e0c8ac/ENCFF787DWG.bam	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/a4a91da2-a415-462c-abf4-433834e0c8ac/ENCFF787DWG.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF168ORJ	bigWig	bigWig		minus strand signal of unique reads	hg19	ENCSR539BEV	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										UPF1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF315BLR/	8929089	Gene Yeo, UCSD	06d56c51317a7ece224dde280546825c		https://www.encodeproject.org/files/ENCFF168ORJ/@@download/ENCFF168ORJ.bigWig				released	s3://encode-public/2018/04/29/6c024880-3e84-4579-baab-25d16393d498/ENCFF168ORJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/6c024880-3e84-4579-baab-25d16393d498/ENCFF168ORJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF992OTW	bigWig	bigWig		minus strand signal of unique reads	hg19	ENCSR539BEV	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										UPF1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF787DWG/	12014152	Gene Yeo, UCSD	a6ebb177c6c5c22d411f1a8da27fc273		https://www.encodeproject.org/files/ENCFF992OTW/@@download/ENCFF992OTW.bigWig				released	s3://encode-public/2018/04/29/e9dc7bb9-bfcc-4dfb-a3da-0151a61a02b6/ENCFF992OTW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/e9dc7bb9-bfcc-4dfb-a3da-0151a61a02b6/ENCFF992OTW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF153YEG	bigWig	bigWig		plus strand signal of unique reads	hg19	ENCSR539BEV	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										UPF1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF315BLR/	9368492	Gene Yeo, UCSD	d820dece5a0433573c5f01d56c9d0eb1		https://www.encodeproject.org/files/ENCFF153YEG/@@download/ENCFF153YEG.bigWig				released	s3://encode-public/2018/04/29/371e91e8-deef-47d4-951c-5ff4de81bfac/ENCFF153YEG.bigWig	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/371e91e8-deef-47d4-951c-5ff4de81bfac/ENCFF153YEG.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF072CTB	bigWig	bigWig		plus strand signal of unique reads	hg19	ENCSR539BEV	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										UPF1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF787DWG/	12646923	Gene Yeo, UCSD	55d52efb200bf6ffea44dade04333207		https://www.encodeproject.org/files/ENCFF072CTB/@@download/ENCFF072CTB.bigWig				released	s3://encode-public/2018/04/29/7d2dd839-bcf0-4ca8-b863-829b3812c335/ENCFF072CTB.bigWig	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/7d2dd839-bcf0-4ca8-b863-829b3812c335/ENCFF072CTB.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF848JHB	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR539BEV	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										UPF1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF315BLR/, /files/ENCFF639BOG/	592211	Gene Yeo, UCSD	565341aff8a7c2f9ffe3e3afbef3be27		https://www.encodeproject.org/files/ENCFF848JHB/@@download/ENCFF848JHB.bed.gz				released	s3://encode-public/2018/04/29/8655e71e-97f1-47cd-8f14-b071da117268/ENCFF848JHB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/8655e71e-97f1-47cd-8f14-b071da117268/ENCFF848JHB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF483STL	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR539BEV	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										UPF1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF787DWG/, /files/ENCFF639BOG/	729614	Gene Yeo, UCSD	33c90a3127e2932eb1663e5ac7722179		https://www.encodeproject.org/files/ENCFF483STL/@@download/ENCFF483STL.bed.gz				released	s3://encode-public/2018/04/29/07f21623-0165-40e7-bedc-3c3d1ac67aff/ENCFF483STL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/07f21623-0165-40e7-bedc-3c3d1ac67aff/ENCFF483STL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF517FAK	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR539BEV	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										UPF1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF848JHB/	1206135	Gene Yeo, UCSD	d3143ee3b0e3a9bb2ba43182a675a7f1		https://www.encodeproject.org/files/ENCFF517FAK/@@download/ENCFF517FAK.bigBed				released	s3://encode-public/2018/04/29/2e5fef81-64c9-4bb3-8fdc-5a06b46805f5/ENCFF517FAK.bigBed	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/2e5fef81-64c9-4bb3-8fdc-5a06b46805f5/ENCFF517FAK.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF050BHJ	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR539BEV	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										UPF1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF483STL/	1465225	Gene Yeo, UCSD	a3860ead726dc86b162e40eebfaaac7f		https://www.encodeproject.org/files/ENCFF050BHJ/@@download/ENCFF050BHJ.bigBed				released	s3://encode-public/2018/04/29/02a5822e-b759-4625-aab7-2faf1e1253f0/ENCFF050BHJ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/02a5822e-b759-4625-aab7-2faf1e1253f0/ENCFF050BHJ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF811KHK	bam	bam		alignments	GRCh38	ENCSR539BEV	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										UPF1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1		43					/files/ENCFF022DHH/, /files/ENCFF943HIX/	258053679	Gene Yeo, UCSD	b745ad8457bc07701970bd9cd9818660		https://www.encodeproject.org/files/ENCFF811KHK/@@download/ENCFF811KHK.bam				released	s3://encode-public/2018/04/29/5b89fc97-9101-4a95-81ac-c2af5d181e7a/ENCFF811KHK.bam	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/5b89fc97-9101-4a95-81ac-c2af5d181e7a/ENCFF811KHK.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF699EEF	bam	bam		alignments	GRCh38	ENCSR539BEV	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										UPF1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1		43					/files/ENCFF881UQQ/, /files/ENCFF528BUU/	189452312	Gene Yeo, UCSD	ed6ace840099627c95fd430d69dba3c6		https://www.encodeproject.org/files/ENCFF699EEF/@@download/ENCFF699EEF.bam				released	s3://encode-public/2018/04/29/29dd6cee-0b78-4804-a589-77ec15c7b958/ENCFF699EEF.bam	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/29dd6cee-0b78-4804-a589-77ec15c7b958/ENCFF699EEF.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF429YRX	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR539BEV	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										UPF1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF811KHK/	11810827	Gene Yeo, UCSD	2809d93dd635f2852a29a420fe8d2f67		https://www.encodeproject.org/files/ENCFF429YRX/@@download/ENCFF429YRX.bigWig				released	s3://encode-public/2018/04/29/9b0c2c8c-f37b-402c-9ec3-7473e15b1ba2/ENCFF429YRX.bigWig	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/9b0c2c8c-f37b-402c-9ec3-7473e15b1ba2/ENCFF429YRX.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
